variable,run,channel,chi2,dof,p_0
eta_1_neg,355679,mmet,46.6568464767,39,0.98842261874 +/- 0.015660975656
eta_1_neg,355680,mmet,339.203273125,39,0.998029033857 +/- 0.00240813679011
eta_1_neg,355768,mmet,45.9955618472,39,0.98930086954 +/- 0.0151698215794
eta_1_neg,355769,mmet,86.1624884688,39,0.998515668266 +/- 0.00414747533049
phi_1_pos,355443,mmet,64.9258535383,39,0.992436410352 +/- 0.0107524266878
phi_1_pos,355444,mmet,34.6452603209,39,0.993808924174 +/- 0.0133263922825
phi_1_pos,355445,mmet,72.4387168197,39,0.989498591357 +/- 0.011976943343
phi_1_pos,355558,mmet,64.7438138135,39,0.998757888615 +/- 0.0043773497009
phi_1_pos,355559,mmet,87.8282726343,39,0.997092549237 +/- 0.00574522113163
phi_1_pos,355679,mmet,34.8284340049,39,0.993020353907 +/- 0.0141068095235
phi_1_pos,355680,mmet,130.010024916,39,0.999392842516 +/- 0.00216038111871
phi_1_pos,355768,mmet,60.6812133499,39,0.989326083843 +/- 0.01319181327
phi_1_pos,355769,mmet,124.894865014,39,0.998266504761 +/- 0.0037223078212
phi_1_neg,355443,mmet,31.3409769768,39,0.995461775706 +/- 0.0120060184716
phi_1_neg,355444,mmet,27.4872343122,39,0.993994486714 +/- 0.0147367437401
phi_1_neg,355445,mmet,54.5551433496,39,0.990093491311 +/- 0.0134085113679
phi_1_neg,355558,mmet,79.637990041,39,0.998129334068 +/- 0.00484207356012
phi_1_neg,355559,mmet,50.1834162629,39,0.997938063265 +/- 0.00640338111003
phi_1_neg,355679,mmet,47.1178376296,39,0.988287885252 +/- 0.015673526393
phi_1_neg,355680,mmet,205.93788031,39,0.998802665859 +/- 0.00240979117972
phi_1_neg,355768,mmet,47.3721337716,39,0.988972966999 +/- 0.0151726022851
phi_1_neg,355769,mmet,103.141200517,39,0.998222224511 +/- 0.00414797359722
mt_uncorrected_pos,355443,mmet,55.7613180524,38,0.993606140542 +/- 0.0107586835319
mt_uncorrected_pos,355444,mmet,67.5241114535,33,0.988898751385 +/- 0.0132987200619
mt_uncorrected_pos,355445,mmet,82.6874035263,34,0.988594432565 +/- 0.011972358316
mt_uncorrected_pos,355558,mmet,390.261790502,39,0.992510233169 +/- 0.00436439077396
mt_uncorrected_pos,355559,mmet,280.526547091,39,0.990706425473 +/- 0.00572897463963
mt_uncorrected_pos,355679,mmet,42.6916987695,34,0.992197291465 +/- 0.014109166266
mt_uncorrected_pos,355680,mmet,1073.64934641,39,0.994984353236 +/- 0.00215595834216
mt_uncorrected_pos,355768,mmet,87.9311716839,32,0.985242803304 +/- 0.013171661298
mt_uncorrected_pos,355769,mmet,608.819409516,39,0.991547109899 +/- 0.00371035140259
mt_uncorrected_neg,355443,mmet,78.3306657533,36,0.988919933411 +/- 0.0119715985303
mt_uncorrected_neg,355444,mmet,89.8197922721,34,0.980868346132 +/- 0.0146575011336
mt_uncorrected_neg,355445,mmet,102.22088313,35,0.982217766508 +/- 0.0133603799961
mt_uncorrected_neg,355558,mmet,498.13676339,39,0.988294558619 +/- 0.00481906519813
mt_uncorrected_neg,355559,mmet,319.956305553,37,0.987076120192 +/- 0.00636955298745
mt_uncorrected_neg,355679,mmet,64.8238734803,32,0.984722056221 +/- 0.015641989102
mt_uncorrected_neg,355680,mmet,1528.84723838,39,0.991109544161 +/- 0.00240071605655
mt_uncorrected_neg,355768,mmet,87.705649003,32,0.981053336726 +/- 0.0151176685847
mt_uncorrected_neg,355769,mmet,800.156258595,39,0.986204915977 +/- 0.00412342740769
nTrackerLayers_1_barrel_pos,355443,mmet,244.969470956,7,0.94601493615 +/- 0.0146374076682
nTrackerLayers_1_barrel_pos,355444,mmet,89.4508267533,6,0.969918483619 +/- 0.0185783963912
nTrackerLayers_1_barrel_pos,355445,mmet,244.612070011,7,0.930106727844 +/- 0.0163317731059
nTrackerLayers_1_barrel_pos,355558,mmet,626.219232972,8,0.976648423277 +/- 0.00603481596565
nTrackerLayers_1_barrel_pos,355559,mmet,364.086381641,7,0.976837304889 +/- 0.00792634876194
nTrackerLayers_1_barrel_pos,355679,mmet,134.165640053,7,0.947273606655 +/- 0.0193408388581
nTrackerLayers_1_barrel_pos,355680,mmet,4122.47364475,8,0.962399569088 +/- 0.00296275116156
nTrackerLayers_1_barrel_pos,355768,mmet,114.231894259,8,0.959876398223 +/- 0.0183617437838
nTrackerLayers_1_barrel_pos,355769,mmet,1063.37089005,8,0.97137012304 +/- 0.00511398827446
nTrackerLayers_1_barrel_neg,355443,mmet,109.637716084,6,0.972596569868 +/- 0.0160603803571
nTrackerLayers_1_barrel_neg,355444,mmet,89.361361585,7,0.963936174439 +/- 0.0197935649315
nTrackerLayers_1_barrel_neg,355445,mmet,115.392660024,6,0.963285043958 +/- 0.0179013169928
nTrackerLayers_1_barrel_neg,355558,mmet,414.972215862,8,0.982109410827 +/- 0.00650702908388
nTrackerLayers_1_barrel_neg,355559,mmet,402.174819843,7,0.970152617062 +/- 0.00852165078946
nTrackerLayers_1_barrel_neg,355679,mmet,83.373098409,7,0.961432236934 +/- 0.0211591340068
nTrackerLayers_1_barrel_neg,355680,mmet,3805.5585693,8,0.959525237768 +/- 0.00319456073254
nTrackerLayers_1_barrel_neg,355768,mmet,143.456395793,6,0.938978099159 +/- 0.0202573847535
nTrackerLayers_1_barrel_neg,355769,mmet,693.997595586,8,0.978050553622 +/- 0.00556177549224
nTrackerLayers_1_endcap_pos,355443,mmet,20.3606743278,12,0.995118514906 +/- 0.01544604545
nTrackerLayers_1_endcap_pos,355444,mmet,12.1767822763,10,0.996007265475 +/- 0.018911375455
nTrackerLayers_1_endcap_pos,355445,mmet,21.1679331486,11,0.993890176367 +/- 0.0170530222893
nTrackerLayers_1_endcap_pos,355558,mmet,54.5122908673,12,0.997847830911 +/- 0.00627658098539
nTrackerLayers_1_endcap_pos,355559,mmet,23.900061568,11,0.998453788464 +/- 0.00825193785173
nTrackerLayers_1_endcap_pos,355679,mmet,62.5758719167,11,0.974644293766 +/- 0.0199055283071
nTrackerLayers_1_endcap_pos,355680,mmet,673.866320025,12,0.993558607083 +/- 0.00308176675103
nTrackerLayers_1_endcap_pos,355768,mmet,34.7086156629,11,0.987852790281 +/- 0.0186577001741
nTrackerLayers_1_endcap_pos,355769,mmet,163.935174904,12,0.995309302844 +/- 0.00533656317192
nTrackerLayers_1_endcap_neg,355443,mmet,17.0186624433,11,0.994637758795 +/- 0.0178183513422
nTrackerLayers_1_endcap_neg,355444,mmet,17.4705169501,11,0.991813238431 +/- 0.0216507209846
nTrackerLayers_1_endcap_neg,355445,mmet,9.8710873188,11,0.996118332422 +/- 0.0199698357994
nTrackerLayers_1_endcap_neg,355558,mmet,38.8712620736,12,0.997996016803 +/- 0.00717293872813
nTrackerLayers_1_endcap_neg,355559,mmet,31.8402972549,12,0.997103320847 +/- 0.00952427050261
nTrackerLayers_1_endcap_neg,355679,mmet,10.598272196,11,0.994438422705 +/- 0.022987639777
nTrackerLayers_1_endcap_neg,355680,mmet,341.398291647,12,0.995627415351 +/- 0.00357097544976
nTrackerLayers_1_endcap_neg,355768,mmet,22.7665200692,11,0.988945714222 +/- 0.0222011804166
nTrackerLayers_1_endcap_neg,355769,mmet,75.7457583546,12,0.997134099192 +/- 0.00614226009146
nStations_1_barrel_pos,355443,mmet,5.29653312886,3,0.998802231314 +/- 0.0150290103254
nStations_1_barrel_pos,355444,mmet,0.0849353554102,2,1.00112332581 +/- 0.0188692627843
nStations_1_barrel_pos,355445,mmet,2.94482320261,3,0.999155727293 +/- 0.0169249873573
nStations_1_barrel_pos,355558,mmet,6.34665005779,3,0.999763334823 +/- 0.00610581310552
nStations_1_barrel_pos,355559,mmet,18.868386932,3,0.998786754956 +/- 0.00801388790582
nStations_1_barrel_pos,355679,mmet,0.818974541077,3,0.999676678034 +/- 0.0198660802402
nStations_1_barrel_pos,355680,mmet,98.4276839863,3,0.999102256642 +/- 0.0030187172542
nStations_1_barrel_pos,355768,mmet,9.05370288051,3,0.996819914689 +/- 0.0187117591743
nStations_1_barrel_pos,355769,mmet,29.6675398897,3,0.999201240109 +/- 0.00518673236912
nStations_1_barrel_neg,355443,mmet,1.03399592212,3,0.999726238834 +/- 0.0162692320265
nStations_1_barrel_neg,355444,mmet,1.31243173431,2,1.00055750739 +/- 0.020174467565
nStations_1_barrel_neg,355445,mmet,0.795822211866,3,0.999735695048 +/- 0.0182216299059
nStations_1_barrel_neg,355558,mmet,19.186001937,3,0.99917283889 +/- 0.00656331308357
nStations_1_barrel_neg,355559,mmet,13.0867596644,3,0.99902067203 +/- 0.00864639861083
nStations_1_barrel_neg,355679,mmet,0.635579019838,2,1.00079516513 +/- 0.0215969449873
nStations_1_barrel_neg,355680,mmet,64.2045603955,3,0.999317139845 +/- 0.00326012773195
nStations_1_barrel_neg,355768,mmet,13.7218107321,2,0.995098019133 +/- 0.0208479081723
nStations_1_barrel_neg,355769,mmet,40.096510189,3,0.998731845462 +/- 0.00562027092754
nStations_1_endcap_pos,355443,mmet,125.721845561,3,0.969858104636 +/- 0.0152487415883
nStations_1_endcap_pos,355444,mmet,114.715492405,3,0.958824302798 +/- 0.0185514970071
nStations_1_endcap_pos,355445,mmet,110.359223818,3,0.967712339433 +/- 0.0168262412037
nStations_1_endcap_pos,355558,mmet,842.884545373,3,0.966722549435 +/- 0.00617791462695
nStations_1_endcap_pos,355559,mmet,626.124990428,3,0.957301896452 +/- 0.00807975577514
nStations_1_endcap_pos,355679,mmet,102.086874036,3,0.958501270717 +/- 0.0197391657091
nStations_1_endcap_pos,355680,mmet,3141.87925801,3,0.969967220207 +/- 0.00304495970001
nStations_1_endcap_pos,355768,mmet,81.8418051908,3,0.971162154619 +/- 0.0184986348335
nStations_1_endcap_pos,355769,mmet,1246.45472889,3,0.964335038803 +/- 0.00525286931997
nStations_1_endcap_neg,355443,mmet,84.6104248947,3,0.972993799906 +/- 0.0176227970185
nStations_1_endcap_neg,355444,mmet,71.2683005311,3,0.966319328671 +/- 0.0213699005754
nStations_1_endcap_neg,355445,mmet,78.8017476286,3,0.9684540642 +/- 0.0196898902766
nStations_1_endcap_neg,355558,mmet,473.599489305,3,0.975583879502 +/- 0.0070919395451
nStations_1_endcap_neg,355559,mmet,340.322188605,3,0.969039102201 +/- 0.00938928001323
nStations_1_endcap_neg,355679,mmet,28.5520297669,3,0.984828889603 +/- 0.0228754992118
nStations_1_endcap_neg,355680,mmet,2199.69681773,3,0.971826570978 +/- 0.00352803451829
nStations_1_endcap_neg,355768,mmet,71.4387930788,3,0.964405185312 +/- 0.0219207839723
nStations_1_endcap_neg,355769,mmet,824.231459957,3,0.968814549377 +/- 0.00605440884117
met_uncorrected_pos,355443,mmet,44.8708024124,35,0.995162865841 +/- 0.0107655158675
met_uncorrected_pos,355444,mmet,28.1688163247,29,0.996167307033 +/- 0.0133478484927
met_uncorrected_pos,355445,mmet,65.9132716934,37,0.990957939106 +/- 0.011984493299
met_uncorrected_pos,355558,mmet,165.057238197,39,0.996832765894 +/- 0.00437354851145
met_uncorrected_pos,355559,mmet,103.544940999,38,0.996600637322 +/- 0.00574464886602
met_uncorrected_pos,355679,mmet,127.132571675,30,0.97585899656 +/- 0.0139910904858
met_uncorrected_pos,355680,mmet,870.152441678,39,0.995935576432 +/- 0.0021568375312
met_uncorrected_pos,355768,mmet,279.580254813,32,0.952021564232 +/- 0.0129512722545
met_uncorrected_pos,355769,mmet,2728.07389801,39,0.962135327865 +/- 0.00365432455311
met_uncorrected_neg,355443,mmet,39.669007672,34,0.994688234364 +/- 0.0120030880216
met_uncorrected_neg,355444,mmet,43.3839997534,32,0.991221387141 +/- 0.0147262455189
met_uncorrected_neg,355445,mmet,56.9521628116,30,0.990910631824 +/- 0.0134237599667
met_uncorrected_neg,355558,mmet,165.914552551,39,0.996102639061 +/- 0.00483721197546
met_uncorrected_neg,355559,mmet,144.485656874,37,0.994163364419 +/- 0.00639078827778
met_uncorrected_neg,355679,mmet,78.7130011257,32,0.981517774097 +/- 0.0156224382405
met_uncorrected_neg,355680,mmet,861.723322351,39,0.994990242822 +/- 0.00240510380536
met_uncorrected_neg,355768,mmet,230.262800544,29,0.948005153449 +/- 0.0148621239301
met_uncorrected_neg,355769,mmet,2206.89393598,39,0.961968464604 +/- 0.00407156728723
metphi_uncorrected_pos,355443,mmet,65.8747676574,39,0.992323182886 +/- 0.0107536926004
metphi_uncorrected_pos,355444,mmet,65.2216479824,39,0.988353277146 +/- 0.0132850162451
metphi_uncorrected_pos,355445,mmet,45.9146148416,39,0.993347636215 +/- 0.0119967374357
metphi_uncorrected_pos,355558,mmet,225.42499963,39,0.995675216798 +/- 0.00437058912304
metphi_uncorrected_pos,355559,mmet,108.378368926,39,0.996411431114 +/- 0.00574392405284
metphi_uncorrected_pos,355679,mmet,52.4520529962,39,0.989482243233 +/- 0.0140858908373
metphi_uncorrected_pos,355680,mmet,422.636369649,39,0.99802627191 +/- 0.00215889347777
metphi_uncorrected_pos,355768,mmet,49.8367566364,39,0.991232097706 +/- 0.0132056761842
metphi_uncorrected_pos,355769,mmet,219.575107028,39,0.996952546674 +/- 0.00371975403352
metphi_uncorrected_neg,355443,mmet,42.9551439071,39,0.993780025499 +/- 0.0119958725978
metphi_uncorrected_neg,355444,mmet,55.1181625755,39,0.987944408886 +/- 0.0146998581189
metphi_uncorrected_neg,355445,mmet,67.7283879978,39,0.987694696948 +/- 0.0133959077576
metphi_uncorrected_neg,355558,mmet,162.539635605,39,0.996182275147 +/- 0.00483717808659
metphi_uncorrected_neg,355559,mmet,97.7729853566,39,0.995983362692 +/- 0.00639658113474
metphi_uncorrected_neg,355679,mmet,36.8120088581,39,0.99085415929 +/- 0.0156899632379
metphi_uncorrected_neg,355680,mmet,531.939530761,39,0.99690740023 +/- 0.00240745477013
metphi_uncorrected_neg,355768,mmet,40.1843522187,39,0.990650453183 +/- 0.0151819310844
metphi_uncorrected_neg,355769,mmet,227.297347324,39,0.996081620685 +/- 0.00414384514311
pfmet_uncorrected_pos,355443,mmet,63.7677194118,34,0.993126648881 +/- 0.0107566490115
pfmet_uncorrected_pos,355444,mmet,66.4070596706,31,0.98924043733 +/- 0.0133007690912
pfmet_uncorrected_pos,355445,mmet,68.6102352743,34,0.990589712104 +/- 0.0119824035462
pfmet_uncorrected_pos,355558,mmet,234.706638099,39,0.995496543583 +/- 0.00437049043355
pfmet_uncorrected_pos,355559,mmet,161.697482461,39,0.99464666504 +/- 0.00573845519888
pfmet_uncorrected_pos,355679,mmet,346.877691392,33,0.931323175296 +/- 0.0136647544921
pfmet_uncorrected_pos,355680,mmet,3245.02254153,39,0.984845336919 +/- 0.00214460986941
pfmet_uncorrected_pos,355768,mmet,38.3915924044,32,0.994380962282 +/- 0.013237709466
pfmet_uncorrected_pos,355769,mmet,527.51148111,39,0.992678231139 +/- 0.00371190026127
pfmet_uncorrected_neg,355443,mmet,56.5745604132,32,0.99278210103 +/- 0.0119939841525
pfmet_uncorrected_neg,355444,mmet,35.107591225,33,0.99295090109 +/- 0.0147384845378
pfmet_uncorrected_neg,355445,mmet,42.2672799303,33,0.992923516168 +/- 0.0134317108443
pfmet_uncorrected_neg,355558,mmet,191.4112835,38,0.995561275222 +/- 0.00483558074353
pfmet_uncorrected_neg,355559,mmet,135.310743222,38,0.994498374382 +/- 0.00639173027143
pfmet_uncorrected_neg,355679,mmet,315.952194051,32,0.922287455041 +/- 0.0151397264032
pfmet_uncorrected_neg,355680,mmet,2801.07639031,39,0.983716092258 +/- 0.00239139726421
pfmet_uncorrected_neg,355768,mmet,50.865828679,31,0.988946784713 +/- 0.0151748683596
pfmet_uncorrected_neg,355769,mmet,467.329671993,39,0.991946063387 +/- 0.00413462812539
pfmetphi_uncorrected_pos,355443,mmet,1254.52665792,39,0.85393798371 +/- 0.00997107228038
pfmetphi_uncorrected_pos,355444,mmet,884.299114758,39,0.841948326227 +/- 0.0122671216906
pfmetphi_uncorrected_pos,355445,mmet,879.137090704,39,0.872625747507 +/- 0.0112441475006
pfmetphi_uncorrected_pos,355558,mmet,8135.39516385,39,0.843859371555 +/- 0.00402442347799
pfmetphi_uncorrected_pos,355559,mmet,4361.60401474,39,0.855532972914 +/- 0.00532328388252
pfmetphi_uncorrected_pos,355679,mmet,424.039202141,39,0.914988131086 +/- 0.0135439239928
pfmetphi_uncorrected_pos,355680,mmet,20518.19928,39,0.904177430777 +/- 0.0020549020007
pfmetphi_uncorrected_pos,355768,mmet,865.995298521,39,0.847562876514 +/- 0.0122144402243
pfmetphi_uncorrected_pos,355769,mmet,11125.4931105,39,0.845584350783 +/- 0.00342581959988
pfmetphi_uncorrected_neg,355443,mmet,1015.17038314,39,0.852980393463 +/- 0.0111144424864
pfmetphi_uncorrected_neg,355444,mmet,678.565643523,39,0.851614772901 +/- 0.0136464909826
pfmetphi_uncorrected_neg,355445,mmet,780.274014331,39,0.85831232716 +/- 0.012484327034
pfmetphi_uncorrected_neg,355558,mmet,6605.763977,39,0.844811258352 +/- 0.00445500736217
pfmetphi_uncorrected_neg,355559,mmet,3779.28201258,39,0.844742337828 +/- 0.00589093189065
pfmetphi_uncorrected_neg,355679,mmet,352.411801893,39,0.912531198339 +/- 0.015049609354
pfmetphi_uncorrected_neg,355680,mmet,17746.6489373,39,0.896822408374 +/- 0.00228343019498
pfmetphi_uncorrected_neg,355768,mmet,597.78705812,39,0.860850312356 +/- 0.0141557108942
pfmetphi_uncorrected_neg,355769,mmet,9171.85621296,39,0.841913609346 +/- 0.00380936325314
pt_1,355443,mm,55.9454534999,24,0.905946448129 +/- 0.02686654851
pt_1,355444,mm,25.5534159194,24,1.0040641675 +/- 0.0356004885508
pt_1,355445,mm,14.8165008645,26,0.954960279262 +/- 0.031194138147
pt_1,355558,mm,60.8927829469,35,0.970918637093 +/- 0.0113613254169
pt_1,355559,mm,30.7152688673,33,0.955369399018 +/- 0.014735908677
pt_1,355679,mm,62.696350632,23,0.874315170011 +/- 0.035744332214
pt_1,355680,mm,75.3872765312,38,0.980072937717 +/- 0.00572031862415
pt_1,355768,mm,10.8957145247,20,0.946633970032 +/- 0.0349384155095
pt_1,355769,mm,41.4543017665,36,0.942693066434 +/- 0.00954577768771
pt_2,355443,mm,8.69806025604,14,0.941124684721 +/- 0.0273243314259
pt_2,355444,mm,13.5501169758,12,1.01922036351 +/- 0.0358018121987
pt_2,355445,mm,12.7454220581,12,0.956335605004 +/- 0.0311880051199
pt_2,355558,mm,19.3308823268,23,0.976281773348 +/- 0.0113855147464
pt_2,355559,mm,12.2598584145,18,0.958938285848 +/- 0.0147568437868
pt_2,355679,mm,5.95495417896,11,0.95025700432 +/- 0.0371283369075
pt_2,355680,mm,44.3493118617,26,0.981116908775 +/- 0.00572046760696
pt_2,355768,mm,5.28903476582,9,0.948564752664 +/- 0.0348767456841
pt_2,355769,mm,21.2552962634,20,0.944221704512 +/- 0.00954795185129
eta_1,355443,mm,46.0725610583,39,0.909148703239 +/- 0.0268218434202
eta_1,355444,mm,38.3486996672,39,0.985413102764 +/- 0.0351563205661
eta_1,355445,mm,37.9030677824,39,0.928708318697 +/- 0.0307005238462
eta_1,355558,mm,46.042637149,39,0.972412198214 +/- 0.0113610430304
eta_1,355559,mm,28.5315225747,39,0.954240463832 +/- 0.0147129245946
eta_1,355679,mm,52.011920536,39,0.880853693699 +/- 0.0356943422886
eta_1,355680,mm,33.6671301209,39,0.981302391529 +/- 0.00572041328195
eta_1,355768,mm,33.9689429561,39,0.907408765996 +/- 0.0340297442456
eta_1,355769,mm,27.4557378225,39,0.943195335701 +/- 0.00954059811929
eta_2,355443,mm,34.5446015263,39,0.918270801906 +/- 0.0269560683401
eta_2,355444,mm,41.4769072074,39,0.981489508802 +/- 0.0350862602493
eta_2,355445,mm,49.4245063844,39,0.917015507262 +/- 0.0305066456878
eta_2,355558,mm,33.0754574311,39,0.974133399022 +/- 0.0113710932904
eta_2,355559,mm,41.8379523895,39,0.951221890455 +/- 0.0146896352759
eta_2,355679,mm,53.6940788063,39,0.878420583141 +/- 0.0356450104085
eta_2,355680,mm,66.5406983504,39,0.980206168801 +/- 0.00571721722363
eta_2,355768,mm,42.0517848911,39,0.897093546213 +/- 0.0338357701479
eta_2,355769,mm,50.3949856736,39,0.940981584886 +/- 0.00952939528914
phi_1,355443,mm,52.2839464726,39,0.903935857021 +/- 0.0267521419604
phi_1,355444,mm,42.2129089178,39,0.981102039401 +/- 0.0350889143162
phi_1,355445,mm,40.1189154451,39,0.926965624182 +/- 0.0306800826189
phi_1,355558,mm,39.1668174182,39,0.973325344727 +/- 0.0113694803134
phi_1,355559,mm,25.1766983613,39,0.955069263188 +/- 0.0147233325467
phi_1,355679,mm,34.2203184133,39,0.907083113227 +/- 0.0362317763785
phi_1,355680,mm,33.696797428,39,0.981170176895 +/- 0.00572159007577
phi_1,355768,mm,53.3178789143,39,0.881921232002 +/- 0.0335575844054
phi_1,355769,mm,46.091493326,39,0.941138704192 +/- 0.0095327935872
phi_2,355443,mm,36.4930085732,39,0.917240622427 +/- 0.0269484599291
phi_2,355444,mm,33.8368666532,39,0.990370251664 +/- 0.0352544701943
phi_2,355445,mm,47.6169561518,39,0.919362726206 +/- 0.0305541856974
phi_2,355558,mm,44.8659877482,39,0.972447096146 +/- 0.0113644166354
phi_2,355559,mm,26.4472407938,39,0.954792127025 +/- 0.0147212829163
phi_2,355679,mm,22.2890314845,39,0.924361101926 +/- 0.0365754328508
phi_2,355680,mm,44.1376063824,39,0.981066929047 +/- 0.00572132271907
phi_2,355768,mm,47.9277043164,39,0.890091229095 +/- 0.033712861025
phi_2,355769,mm,49.3315814159,39,0.94045069408 +/- 0.00952936463783
m_vis,355443,mm,54.4402649952,38,0.903895213457 +/- 0.0267644959464
m_vis,355444,mm,36.4982729553,37,0.990210029793 +/- 0.0352859296166
m_vis,355445,mm,39.3314050121,36,0.931005930343 +/- 0.0308005235447
m_vis,355558,mm,61.1763184225,39,0.970403426454 +/- 0.0113493023608
m_vis,355559,mm,47.1032689952,39,0.950027449517 +/- 0.0146804095561
m_vis,355679,mm,23.8702710623,28,0.93865766559 +/- 0.0371871843008
m_vis,355680,mm,69.5278150445,39,0.980106558526 +/- 0.00571692671942
m_vis,355768,mm,32.864348941,35,0.913436798964 +/- 0.034229230795
m_vis,355769,mm,54.1985337795,39,0.940614523693 +/- 0.00952753647892
pt_vis,355443,mm,65.459378674,30,0.896366641942 +/- 0.0267418406494
pt_vis,355444,mm,47.3306050943,27,0.981543530655 +/- 0.0353340913037
pt_vis,355445,mm,31.5970410325,31,0.939501726288 +/- 0.0309845101008
pt_vis,355558,mm,136.639347367,38,0.960083128802 +/- 0.0113073402851
pt_vis,355559,mm,100.18246243,38,0.93992719257 +/- 0.0146278793201
pt_vis,355679,mm,32.9189978049,29,0.913109944392 +/- 0.0365220311606
pt_vis,355680,mm,459.840127306,39,0.967298398879 +/- 0.00568790868888
pt_vis,355768,mm,22.8269861904,29,0.928820583225 +/- 0.0345869365754
pt_vis,355769,mm,148.966889463,39,0.93260036054 +/- 0.00950099245699
nTrackerLayers_1_endcap,355443,mm,5.86951133715,10,0.933789533971 +/- 0.0425271916166
nTrackerLayers_1_endcap,355444,mm,7.22001332086,10,1.04924573224 +/- 0.0567549698313
nTrackerLayers_1_endcap,355445,mm,4.60610312152,10,0.992100673054 +/- 0.0496426586239
nTrackerLayers_1_endcap,355558,mm,33.6564066494,12,0.973964196741 +/- 0.0177840177229
nTrackerLayers_1_endcap,355559,mm,28.1519102201,12,0.934488281366 +/- 0.0227731132214
nTrackerLayers_1_endcap,355679,mm,12.6449044658,10,0.797819146258 +/- 0.0531460220283
nTrackerLayers_1_endcap,355680,mm,75.2463932133,12,0.977958722738 +/- 0.00893205977247
nTrackerLayers_1_endcap,355768,mm,8.59597085176,10,0.913355474714 +/- 0.0534131461968
nTrackerLayers_1_endcap,355769,mm,25.9136633052,12,0.931873469657 +/- 0.0148326460924
nTrackerLayers_2_endcap,355443,mm,8.7636557876,11,0.904334871817 +/- 0.0419720043396
nTrackerLayers_2_endcap,355444,mm,23.5792055762,11,0.97083981286 +/- 0.0547509863565
nTrackerLayers_2_endcap,355445,mm,9.47180487042,10,0.933569281246 +/- 0.0483041960456
nTrackerLayers_2_endcap,355558,mm,21.5684339303,12,1.00123677755 +/- 0.0180868039096
nTrackerLayers_2_endcap,355559,mm,18.2162067556,11,0.932498731069 +/- 0.0228201307669
nTrackerLayers_2_endcap,355679,mm,9.84051666011,10,0.914292399475 +/- 0.0571254836694
nTrackerLayers_2_endcap,355680,mm,76.7498021647,12,0.989366001389 +/- 0.009011662043
nTrackerLayers_2_endcap,355768,mm,10.8865082247,9,0.959506298884 +/- 0.0550211909051
nTrackerLayers_2_endcap,355769,mm,29.0575491271,12,0.951126412594 +/- 0.0150312233746
nStations_1_endcap,355443,mm,18.3354693881,3,0.909202971793 +/- 0.0419533808885
nStations_1_endcap,355444,mm,20.6902017168,3,1.00740268619 +/- 0.05559825773
nStations_1_endcap,355445,mm,9.48350072724,3,0.979508407934 +/- 0.0493146077261
nStations_1_endcap,355558,mm,138.706806874,3,0.93985162326 +/- 0.0174698040696
nStations_1_endcap,355559,mm,84.1464539231,3,0.903412886111 +/- 0.0223912642864
nStations_1_endcap,355679,mm,11.2759905797,2,0.805416480884 +/- 0.0534898962574
nStations_1_endcap,355680,mm,408.574858305,3,0.95076584817 +/- 0.00880700301454
nStations_1_endcap,355768,mm,12.5469653074,3,0.900575801724 +/- 0.0530252490763
nStations_1_endcap,355769,mm,146.428691802,3,0.90342089775 +/- 0.0146044506977
nStations_2_endcap,355443,mm,21.8007978205,3,0.878843409568 +/- 0.041373983678
nStations_2_endcap,355444,mm,18.4023591025,2,0.990524232902 +/- 0.055406832415
nStations_2_endcap,355445,mm,8.86971662606,3,0.934621902354 +/- 0.0483197326634
nStations_2_endcap,355558,mm,139.657741766,3,0.962653648658 +/- 0.0177348885606
nStations_2_endcap,355559,mm,85.5076133791,3,0.89482275563 +/- 0.0223531654374
nStations_2_endcap,355679,mm,14.7691445842,3,0.894476263587 +/- 0.056432895221
nStations_2_endcap,355680,mm,423.188325254,3,0.960929314943 +/- 0.00888120974008
nStations_2_endcap,355768,mm,14.5933956613,2,0.947320459588 +/- 0.0546565454628
nStations_2_endcap,355769,mm,146.986247118,3,0.923112748336 +/- 0.0148082105931
nTrackerLayers_1_barrel,355443,mm,56.772725859,6,0.871806840491 +/- 0.0341891009985
nTrackerLayers_1_barrel,355444,mm,5.67412403752,5,1.00276982373 +/- 0.0462875300063
nTrackerLayers_1_barrel,355445,mm,32.3241765992,5,0.893240969715 +/- 0.039297015145
nTrackerLayers_1_barrel,355558,mm,70.9302943837,7,0.959586763573 +/- 0.014688197277
nTrackerLayers_1_barrel,355559,mm,67.6798747861,7,0.94239053164 +/- 0.0190185258964
nTrackerLayers_1_barrel,355679,mm,6.45626370076,6,1.02086511715 +/- 0.0500193518856
nTrackerLayers_1_barrel,355680,mm,648.529899549,8,0.944691060001 +/- 0.0072994354017
nTrackerLayers_1_barrel,355768,mm,19.1084745546,6,0.918766680241 +/- 0.0445724187778
nTrackerLayers_1_barrel,355769,mm,114.263688617,8,0.932623881774 +/- 0.0123380474278
nTrackerLayers_2_barrel,355443,mm,19.9427893788,6,0.937300622848 +/- 0.035374690882
nTrackerLayers_2_barrel,355444,mm,34.4233108279,6,0.96032616502 +/- 0.0451911095297
nTrackerLayers_2_barrel,355445,mm,13.8886009558,6,0.952221784296 +/- 0.0403791538615
nTrackerLayers_2_barrel,355558,mm,62.7653954409,7,0.944444853678 +/- 0.0145329574054
nTrackerLayers_2_barrel,355559,mm,32.0389418421,7,0.961206812374 +/- 0.0191668704626
